Node_ID,X_mm,Y_mm,Z_mm,Ux_mm,Uy_mm,Uz_mm,Stress_VM_MPa,Strain_Equivalent,Reaction_Force_Fz_N
1,374.54011884736246,185.13292883861965,261.70568373590595,0.0529968192023311,-0.025969818591306332,-2.0362205028559366,180.68854278949544,0.0009034427139474772,1013.8998181211177
2,950.7143064099162,541.9009473783582,246.97879907199982,0.030850297478834877,-0.01704539386730399,0.047493468251642953,168.77279288136265,0.0008438639644068132,994.8100432250538
3,731.9939418114051,872.9458358764083,906.2545805210367,0.03417846616002388,0.021415834618761877,-0.24907184465304072,158.37850529004953,0.0007918925264502476,993.2312266264512
4,598.6584841970366,732.2248864095612,249.5461998495061,-0.06829778556002672,0.003857824810885837,-1.6728939013115742,208.11297987528334,0.0010405648993764166,1003.6723837250061
5,156.01864044243652,806.5611478614497,271.94972612863097,0.06059719926932003,-0.029690570403435257,0.4042128652773319,123.02043896314342,0.0006151021948157171,989.6144007311307
6,155.99452033620264,658.7833667107174,759.3982624179637,0.013062526561692803,-0.008281570515881612,0.7158727446909593,194.74552780134127,0.0009737276390067064,998.8236304501378
7,58.08361216819946,692.2765645178524,449.73984245054,-0.01846385696231016,0.00392885148595749,0.2270344788648889,68.39925574867914,0.00034199627874339567,1010.7291246253825
8,866.1761457749352,849.1956515653193,776.7105569551812,0.007169423367112554,-0.10643670472074061,-0.3240681752089702,104.75260835309669,0.0005237630417654834,992.275320389233
9,601.1150117432088,249.66800885918593,65.36615756438525,-0.088811761644916,0.022908405739434937,0.5914421517518549,59.647930253409186,0.00029823965126704594,990.0901775713064
10,708.0725777960455,489.4249636431405,487.5711936733843,0.020432640574033545,-0.048986061235840345,0.6802203604766911,136.25773496651038,0.0006812886748325519,992.5040939902115
11,20.584494295802447,221.20944181960223,33.613600183282635,-0.05146857540910358,-0.05766662016028726,0.3074035697196884,147.68693913668287,0.0007384346956834144,1004.491797841735
12,969.9098521619943,987.668007996647,62.65320345535452,-0.06763351429217672,-0.08436721735553553,-0.8246122504347609,155.70507461132598,0.0007785253730566299,1005.6238835999291
13,832.4426408004217,944.0593396866133,906.437453344411,-0.07611795931089456,-0.08969462489339453,0.2766007655111806,153.09416764435676,0.0007654708382217838,997.4370560151075
14,212.33911067827614,39.426811368505895,139.24537111759517,0.05563441874949626,-0.06777237515561446,1.1954806508254787,103.6223334594136,0.000518111667297068,1003.4160620200054
15,181.82496720710063,705.5751725156885,532.4206822752171,-0.031463169684639435,-0.035451047881524526,-0.5966290586117302,140.4879577793392,0.0007024397888966961,1006.95127663756
16,183.4045098534338,925.2483174156658,411.09560260070657,0.07668638549582496,0.09766295687632842,2.0979393391324312,75.12766656971257,0.0003756383328485629,1008.9367320721491
17,304.24224295953775,180.57534512733352,347.3433262588427,-0.02679007315261489,-0.026293983794760195,-0.5256309339853844,218.16144875661251,0.0010908072437830626,998.7683235941007
18,524.7564316322379,567.9452305526295,899.8333456872724,-0.08536789787964734,0.008887505313401567,0.032407013340136216,134.81869635509995,0.0006740934817754998,988.4926414116501
19,431.94501864211577,915.4882975880419,21.8233967754895,-0.05582622199743296,0.020024069325316435,-0.6724855960063362,125.55569404781544,0.0006277784702390772,995.8956053879516
20,291.22914019804193,33.94597858579884,663.789686175589,0.061790581000346935,0.006553259310792437,0.22327083592026087,229.44701642220414,0.0011472350821110206,997.8659790253237
21,611.8528947223795,697.4202672468399,963.3944342135504,-0.007794908896833376,-0.0038721730362996825,-1.7422216926352752,87.88767332253853,0.0004394383666126926,998.705306017108
22,139.49386065204183,297.3490073725508,560.168183461842,-0.02741436482453005,-0.059764688179962236,-0.5460417988167212,93.72064429840154,0.0004686032214920077,999.0607029949564
23,292.14464853521815,924.3961953765304,936.8224620330918,0.008000911292639384,0.0725463774139606,-1.0921212003485672,95.18898375657174,0.0004759449187828587,1005.5944729896534
24,366.3618432936917,971.0582451653678,52.257879286023766,0.025089136808377252,0.09035983218189426,0.1353383478922909,146.6064309150259,0.0007330321545751295,1006.3721421334379
25,456.06998421703594,944.2664891134339,418.7933190741614,0.05586994079512303,-0.0841329347061343,0.9944473755089074,171.58158148187988,0.0008579079074093994,999.141631730376
26,785.1759613930136,474.2142166574638,260.15779096205114,0.0724249614946463,-0.05120142954431898,0.6460061871145515,186.9837734058917,0.0009349188670294584,1005.4924243802591
27,199.67378215835973,862.0426509893134,730.8209649807297,-0.01798843228945429,-0.013990517118850307,-2.3716593608588923,278.5997658747484,0.001392998829373742,1001.7883068331555
28,514.2344384136117,844.5493985350704,981.2970904972467,-0.06630238430410193,-0.04822688974550957,2.0420696529278803,37.52837728996181,0.00018764188644980904,1000.3225298643129
29,592.4145688620424,319.10047324325564,256.5300624442478,-0.020673258056163803,0.025298277672793263,0.2952799406208684,180.43677945622085,0.0009021838972811042,1004.5327207855498
30,46.45041271999772,828.9154741506774,654.1746014740745,0.013014025329144308,-0.036413610120330654,-0.7764991404930003,122.14347137138844,0.0006107173568569422,1000.3612602411896
31,607.5448519014384,37.00763471549262,198.09763275974012,-0.04818794631053055,0.10825280339033012,0.1571279189909405,120.67924255556133,0.0006033962127778066,1010.2890558854888
32,170.52412368729154,596.2698784820531,565.3302545716099,-0.04785754574475215,0.05952742971717981,0.17618982250269202,119.01139358730612,0.0005950569679365306,992.8079441660273
33,65.05159298527951,230.00883728770305,463.9324866883362,0.01718939407749427,0.010628701531610746,-0.6668487169515637,104.56151645960134,0.0005228075822980067,997.4241455045399
34,948.8855372533333,120.56688577727881,972.005329631537,-0.0024326175785225577,0.051349313165986614,0.1979166673420755,234.2262417301726,0.001171131208650863,999.3674055152303
35,965.6320330745593,76.95320162920916,608.5272726964665,0.0016398497705793257,0.05529502121786545,-0.6074722876203072,192.11486635069514,0.0009605743317534757,1002.1972634522899
36,808.3973481164611,696.2887758781397,349.50637208681877,-0.03792476673500347,-0.028197374402912163,-0.40436199269002276,151.15979892786874,0.0007557989946393437,1006.3398024355155
37,304.6137691733707,339.87496376806615,114.09578488793338,-0.011520035710288368,-0.04081086222709824,-0.6862791357550845,217.55078762435002,0.00108775393812175,999.8780071638192
38,97.67211400638386,724.7667715287614,151.24682873493455,-0.04621165721341522,0.003907153148482372,-1.4326712897396527,74.37355173505622,0.0003718677586752811,992.888851752469
39,684.2330265121569,65.35634079894237,225.3169299512351,0.04450992055623934,0.043081806224897205,0.1458364702153839,83.46474343345369,0.0004173237171672685,1004.2125694822751
40,440.1524937396013,315.2903378306103,250.966661340298,0.05176246673618763,0.006953019932670883,0.5852994365163381,41.10161339026561,0.00020550806695132808,1003.7747938307098
41,122.03823484477883,539.4912923753373,850.6160578411378,-0.0923093931119047,-0.07884982410954987,0.5148835960763721,115.02927299383562,0.000575146364969178,990.290706703103
